	Date	Ticker	Open	High	Low	Close	Volume	VIX	Return	Close_Zscore
0	2015-01-02	AAPL	24.746221847158793	24.757330444147875	23.8487017873135	24.288576126098633	212818400	17.790000915527344		-1.0639141960879872
1	2015-01-05	AAPL	24.057537291404817	24.137514464137663	23.41772160447641	23.604333877563477	257142000	19.920000076293945	-0.0281713610951414	-1.0743576967958237
2	2015-01-06	AAPL	23.668752380257303	23.866473189260027	23.244429090081105	23.606548309326172	263188400	21.1200008392334	9.381462633850646e-05	-1.0743238982109942
3	2015-01-07	AAPL	23.815380861143215	24.03753927102304	23.704301656203306	23.93756866455078	160423600	19.309999465942383	0.014022395433975099	-1.0692715774554469
4	2015-01-08	AAPL	24.26636314774089	24.915065278846953	24.148617770201092	24.857303619384766	237458000	17.010000228881836	0.03842223776870135	-1.0552337821097284
5	2015-01-09	AAPL	25.030586292520212	25.159438570127115	24.48407683690557	24.883962631225586	214798000	17.549999237060547	0.0010724820458816176	-1.0548268890691044
6	2015-01-12	AAPL	25.01503173310232	25.02169621290902	24.17083095722124	24.270801544189453	198603200	19.600000381469727	-0.024640813688841856	-1.0641854872266847
7	2015-01-13	AAPL	24.755118692871417	25.059476410795813	24.19528008716472	24.48630714416504	268367600	20.559999465942383	0.00887921231539135	-1.0608962532007151
8	2015-01-14	AAPL	24.22415306198996	24.54628207628489	24.10418731802887	24.392993927001953	195826400	21.479999542236328	-0.0038108325854812053	-1.0623204807335507
9	2015-01-15	AAPL	24.437424644372864	24.450753606345422	23.695416382375743	23.730960845947266	240056000	22.389999389648438	-0.02714029622751013	-1.0724250057981861
10	2015-01-16	AAPL	23.777618630288504	23.899806455751897	23.371068260038804	23.546573638916016	314053200	20.950000762939453	-0.007769900604877478	-1.075239283828035
11	2015-01-20	AAPL	23.957558549323956	24.20859859995766	23.65986713787113	24.153059005737305	199599600	19.889999389648438	0.025756841573711498	-1.065982576322396
12	2015-01-21	AAPL	24.20415554688092	24.6729098782943	24.053087776165697	24.337451934814453	194303600	18.850000381469727	0.007634350954607738	-1.0631682109577025
13	2015-01-22	AAPL	24.49519072615685	24.98616068833683	24.375224961946195	24.970609664916992	215185600	16.399999618530273	0.02601577732124105	-1.0535044066301358
14	2015-01-23	AAPL	24.94839090312455	25.270519929749877	24.77732797289847	25.099458694458008	185859200	16.65999984741211	0.005160027378988907	-1.051537800601209
15	2015-01-26	AAPL	25.26829320928486	25.406032012568126	25.05946548841953	25.12611198425293	222460000	15.520000457763672	0.0010619069566153438	-1.0511309948954295
16	2015-01-27	AAPL	24.9750477120884	24.988378369065714	24.221930847834546	24.246368408203125	382274800	17.219999313354492	-0.03501312008006485	-1.0645584070127898
17	2015-01-28	AAPL	26.13249775937213	26.241356619791915	25.617090225219727	25.617090225219727	585908400	20.440000534057617	0.056533077199010684	-1.043637257672909
18	2015-01-29	AAPL	25.841471210548402	26.47906658146117	25.672630311520884	26.414640426635742	337745600	18.760000228881836	0.03113352041173023	-1.031464352373865
19	2015-01-30	AAPL	26.30355786641712	26.659011007530673	25.959211629596137	26.0280818939209	334982000	20.969999313354492	-0.014634253068425251	-1.0373643451303345
20	2015-02-02	AAPL	26.225799913021184	26.47461623735488	25.788147591911834	26.354650497436523	250956400	19.43000030517578	0.01254677946867444	-1.0323799708838246
21	2015-02-03	AAPL	26.325776235423373	26.45684890690884	26.1280553511909	26.359100341796875	207662800	17.329999923706055	0.00016884474946032846	-1.0323120534864019
22	2015-02-04	AAPL	26.325772839941987	26.772311739909934	26.283562197650888	26.561260223388672	280598800	18.329999923706055	0.007669453015102912	-1.0292265134294705
23	2015-02-05	AAPL	26.768684571272377	26.81552346177892	26.596948212034828	26.750843048095703	168984800	16.850000381469727	0.007137568892160218	-1.0263329353607964
24	2015-02-06	AAPL	26.76868318201541	26.819982025247885	26.418517996195614	26.525575637817383	174826400	17.290000915527344	-0.008420946206192825	-1.0297711626315191
25	2015-02-09	AAPL	26.44082759720668	26.72854155083096	26.414062756617167	26.701778411865234	155559200	18.549999237060547	0.006642750244282736	-1.0270818025409503
26	2015-02-10	AAPL	26.802135571878527	27.24374595062465	26.79990644538046	27.214750289916992	248034000	17.229999542236328	0.019211150288919177	-1.0192523792877053
27	2015-02-11	AAPL	27.382033784438146	27.86155985781069	27.32181502249077	27.852638244628906	294247200	16.959999084472656	0.02343905227556875	-1.0095163781553345
28	2015-02-12	AAPL	28.115812220689648	28.432523446706103	28.00652546681771	28.205026626586914	297898000	15.34000015258789	0.012651885213278202	-1.0041379199787304
29	2015-02-13	AAPL	28.387921486223178	28.387921486223178	28.024374703566266	28.34331512451172	217088800	14.6899995803833	0.004902973493187579	-1.0020272405679584
30	2015-02-17	AAPL	28.43476055244586	28.74478108280103	28.307630541395007	28.51059341430664	252609600	15.800000190734863	0.005901860423174643	-0.9994740937232278
31	2015-02-18	AAPL	28.465987607522486	28.722478478703042	28.425841195497497	28.709096908569336	179566800	15.449999809265137	0.006962446953597379	-0.9964443606319454
32	2015-02-19	AAPL	28.65556125181187	28.778231291214368	28.622107333450753	28.64887046813965	149449600	15.289999961853027	-0.0020978173093181285	-0.997363588982145
33	2015-02-20	AAPL	28.686792165091312	28.88306427001953	28.559663844942996	28.88306427001953	195793600	14.300000190734863	0.008174626016768327	-0.9937891193539695
34	2015-02-23	AAPL	28.999035235335292	29.663679122924805	28.918742433910285	29.663679122924805	283896400	14.5600004196167	0.027026732538055098	-0.9818746960830933
35	2015-02-24	AAPL	29.650295618009736	29.797499644872435	29.255522419876705	29.478557586669922	276912400	13.6899995803833	-0.006240680243598473	-0.9847001820846557
36	2015-02-25	AAPL	29.342511311876507	29.351434625982066	28.58196043861869	28.724702835083008	298846800	13.84000015258789	-0.02557298637731864	-0.9962061693993214
37	2015-02-26	AAPL	28.724706406646128	29.1886201036489	28.238491228100905	29.088254928588867	365150000	13.90999984741211	0.012656426616251437	-0.9906573209410566
38	2015-02-27	AAPL	28.994574761945206	29.121706454075337	28.602034051875457	28.65110206604004	248059200	13.34000015258789	-0.015028500802885203	-0.9973295283927819
39	2015-03-02	AAPL	28.827302892674766	29.057028902654466	28.61542010912278	28.791616439819336	192386800	13.039999961853027	0.004904327011764353	-0.9951848757274914
40	2015-03-03	AAPL	28.762624428524774	28.88752361137346	28.568581466440758	28.851837158203125	151265200	13.859999656677246	0.002091606023915338	-0.9942657347121362
41	2015-03-04	AAPL	28.793842145845474	28.896436419430074	28.61987498346581	28.6689395904541	126665200	14.229999542236328	-0.006339200056694527	-0.9970572765707947
42	2015-03-05	AAPL	28.677866050476716	28.71578162559271	28.048906862742268	28.193880081176758	226068400	14.039999961853027	-0.016570529502093034	-1.0043080482558575
43	2015-03-06	AAPL	28.637717980030118	28.854062393731382	28.160424495428032	28.236255645751953	291368400	15.199999809265137	0.0015030057747704717	-1.003661275508949
44	2015-03-09	AAPL	28.53958013169779	28.898668592933195	27.892777798765373	28.356691360473633	354114000	15.0600004196167	0.004265286312485905	-1.001823080813083
45	2015-03-10	AAPL	28.19388408094818	28.3745420717025	27.611761997824523	27.770116806030273	275426400	16.690000534057617	-0.02068557812287597	-1.0107758921714032
46	2015-03-11	AAPL	27.82364333428763	27.82810328991539	27.23483049725104	27.263824462890625	275756000	16.8700008392334	-0.018231552523744088	-1.0185033665494772
47	2015-03-12	AAPL	27.279435822987377	27.85709789818275	27.127771813054192	27.756731033325195	193450800	15.420000076293945	0.018079142605450516	-1.010980197484353
48	2015-03-13	AAPL	27.74557818039915	27.96861337203962	27.33965419967843	27.564918518066406	207309200	16.0	-0.006910486506083724	-1.0139078070307754
49	2015-03-16	AAPL	27.629604168282974	27.86825180053711	27.404339807169606	27.86825180053711	143497200	15.609999656677246	0.011004323566996765	-1.009278070476251
50	2015-03-17	AAPL	28.080134441165704	28.396844044080183	28.024375636358634	28.334394454956055	204092400	15.65999984741211	0.01672665575707044	-1.0021633955905669
51	2015-03-18	AAPL	28.32547163340424	28.80722850316116	28.184960063870278	28.65333366394043	261083600	13.970000267028809	0.011256256402140563	-0.9972954678034186
52	2015-03-19	AAPL	28.715782838709213	28.827300441966337	28.414685650239697	28.436988830566406	183238000	14.069999694824219	-0.007550424530402444	-1.000597510939918
53	2015-03-20	AAPL	28.604261958348598	28.637715874194154	27.915084065955917	28.080129623413086	274780400	13.020000457763672	-0.012549120769416278	-1.006044206741708
54	2015-03-23	AAPL	28.352240191048086	28.51505496259027	28.2184176863642	28.372312545776367	150838800	13.40999984741211	0.01040532669477634	-1.0015846566875404
55	2015-03-24	AAPL	28.376769704257562	28.557425973040104	28.227334824603673	28.256330490112305	131369200	13.619999885559082	-0.004087860496987505	-1.003354875762754
56	2015-03-25	AAPL	28.222877608330712	28.28532719914313	27.518085479736328	27.518085479736328	206620800	15.4399995803833	-0.02612671205251893	-1.0146226136215661
57	2015-03-26	AAPL	27.379799251170326	27.85263274507692	27.344112805489548	27.709890365600586	190291600	15.800000190734863	0.006970139183755997	-1.011695120521603
58	2015-03-27	AAPL	27.783492522972775	27.81248648401631	27.413255006106073	27.489086151123047	158184800	15.069999694824219	-0.007968426131041206	-1.015065226613599
59	2015-03-30	AAPL	27.667514060465003	28.191646379895	27.65636162109748	28.184955596923828	188398800	14.510000228881836	0.025314389935525483	-1.0044442615016955
60	2015-03-31	AAPL	28.122509221365174	28.211723646988165	27.73665925535943	27.75227165222168	168362400	15.289999961853027	-0.015351592207204723	-1.0110482604398499
61	2015-04-01	AAPL	27.839255784125836	27.906167030034535	27.455634937713125	27.712125778198242	162485600	15.109999656677246	-0.001446579744048604	-1.01166100170901
62	2015-04-02	AAPL	27.886089016343043	28.00429739259133	27.698740276996347	27.950769424438477	128880400	14.670000076293945	0.008611524361223255	-1.0080186146834118
63	2015-04-06	AAPL	27.761196865374167	28.43922420577107	27.729972067600034	28.40353775024414	148776000	14.739999771118164	0.01619877860713892	-1.0011080704409885
