	Date	Ticker	Open	High	Low	Close	Volume	VIX	Return	Close_Zscore
64	2015-04-07	AAPL	28.46821444814077	28.575270397460066	28.097976879444715	28.10466766357422	140049200	14.779999732971191	-0.010522283854142556	-1.0056696858167864
65	2015-04-08	AAPL	28.068982453780674	28.19165250699081	27.872712070268168	28.01322364807129	149316800	13.979999542236328	-0.0032536949590564745	-1.0070653839670787
66	2015-04-09	AAPL	28.06898018497623	28.231796633201682	27.80356944835671	28.22733497619629	129936000	13.09000015258789	0.007643223458137838	-1.0037974305315573
67	2015-04-10	AAPL	28.091283676912617	28.372308514546486	27.937390540989917	28.347774505615234	160752000	12.579999923706055	0.00426676941059112	-1.0019591776124617
68	2015-04-13	AAPL	28.631027834516196	28.675637597580586	28.23848710357814	28.292015075683594	145460400	13.9399995803833	-0.0019669773343440333	-1.0028102265607053
69	2015-04-14	AAPL	28.325477483500755	28.390157911870553	28.082369871484854	28.169353485107422	102098400	13.670000076293945	-0.004335555111505518	-1.0046823945110899
70	2015-04-15	AAPL	28.19387958733585	28.354463497065556	28.104665169737025	28.27640151977539	115881600	12.84000015258789	0.0038001594436507524	-1.0030485342397886
71	2015-04-16	AAPL	28.164882440536996	28.347771221256455	28.126966868081066	28.140348434448242	113476000	12.600000381469727	-0.004811541710213696	-1.0051250948379675
72	2015-04-17	AAPL	28.002073500758712	28.133663468239483	27.758964217874386	27.823644638061523	207828000	13.890000343322754	-0.011254437631590397	-1.009958903812523
73	2015-04-20	AAPL	28.00652839295522	28.57526709942881	27.917313977736786	28.45928955078125	188217200	13.300000190734863	0.02284549421861848	-1.0002571379392042
74	2015-04-21	AAPL	28.57081138192607	28.59311286068083	28.251869266183697	28.30539894104004	129740400	13.25	-0.0054073946388091265	-1.0026059503593703
75	2015-04-22	AAPL	28.32323423465231	28.742539719058904	28.173801087199365	28.68678092956543	150618000	12.710000038146973	0.013473824881246488	-0.9967849665255778
76	2015-04-23	AAPL	28.615421362892857	29.08825497257814	28.579734908473842	28.920978546142578	183083600	12.479999542236328	0.0081639559751292	-0.9932104386741725
77	2015-04-24	AAPL	29.10387053064716	29.135095329016192	28.822843942078105	29.057031631469727	178103600	12.289999961853027	0.0047043043550576424	-0.9911338780759936
78	2015-04-27	AAPL	29.509785916396012	29.692676408679905	29.25106427507844	29.585617065429688	387816800	13.119999885559082	0.0181913087566552	-0.9830661471436654
79	2015-04-28	AAPL	29.989315674685976	30.00715549653363	28.898673639710793	29.119476318359375	475696000	12.40999984741211	-0.015755654040928935	-0.9901807929177345
80	2015-04-29	AAPL	29.030260466474736	29.349199147137707	28.615414886672202	28.691246032714844	253544400	13.390000343322754	-0.01470597482464131	-0.9967168162352364
81	2015-04-30	AAPL	28.691247506698144	28.691247506698144	27.785725154530155	27.91285514831543	332781600	14.550000190734863	-0.027129908666631786	-1.0085972953632087
82	2015-05-01	AAPL	28.124733731339237	29.0235668681477	27.946306621803032	28.76038360595703	234050400	12.699999809265137	0.030363373905616164	-0.9956615784205025
83	2015-05-04	AAPL	28.883054902416664	29.121704171076107	28.606490062738242	28.704626083374023	203953200	12.850000381469727	-0.001938691894619149	-0.9965125982571312
84	2015-05-05	AAPL	28.581959582418435	28.648870823217013	28.053367246279116	28.057828903198242	197085600	14.3100004196167	-0.022532855097890048	-1.0063845797424216
85	2015-05-06	AAPL	28.227335402903112	28.269712636977108	27.513623417372457	27.88163185119629	288564000	15.149999618530273	-0.006279782110363841	-1.0090738524981457
86	2015-05-07	AAPL	27.944343603852865	28.237741344342492	27.776368463460372	28.054088592529297	175763600	15.130000114440918	0.0061853173534967	-1.0064416676191235
87	2015-05-08	AAPL	28.372119850916896	28.58264923095703	28.244458818255232	28.58264923095703	222201600	12.859999656677246	0.018840770274336727	-0.9983743151377882
88	2015-05-11	AAPL	28.531136923635124	28.569210878091393	28.136954788653792	28.291492462158203	168143200	13.850000381469727	-0.010186486439594411	-1.0028182031431716
89	2015-05-12	AAPL	28.13023234720522	28.41690960439626	27.95553850040013	28.190704345703125	192640000	13.859999656677246	-0.0035624884968472603	-1.0043565190945667
90	2015-05-13	AAPL	28.253418286674062	28.48634401421668	28.19070784247633	28.222063064575195	138776800	13.760000228881836	0.001112377984158197	-1.003877895034976
91	2015-05-14	AAPL	28.535610593868572	28.880517959594727	28.479618894289107	28.880517959594727	180814000	12.739999771118164	0.02333121053244458	-0.9938279833597814
92	2015-05-15	AAPL	28.90740451772507	29.001470189666254	28.71479287971319	28.840213775634766	152832000	12.380000114440918	-0.00139554920782059	-0.9944431408929734
93	2015-05-18	AAPL	28.7528675110909	29.276949160263783	28.748387216856216	29.158246994018555	203531600	12.729999542236328	0.011027422364409567	-0.9895890411228743
94	2015-05-19	AAPL	29.270228901299124	29.312783150651594	29.035063019457528	29.131370544433594	178532800	12.850000381469727	-0.0009217443555669114	-0.9899992528875899
95	2015-05-20	AAPL	29.11569194491725	29.335178511920034	28.967872996390373	29.12912940979004	145819600	12.880000114440918	-7.693200153890967e-05	-0.9900334590350274
96	2015-05-21	AAPL	29.131369399817306	29.48075713398518	29.077616126305756	29.427003860473633	158921600	12.109999656677246	0.010225999084733317	-0.9854870399221762
97	2015-05-22	AAPL	29.474034835932816	29.78086828529664	29.42923873802828	29.684560775756836	182384000	12.130000114440918	0.008752400227505008	-0.9815559821238208
98	2015-05-26	AAPL	29.698002208914215	29.767431377512352	28.91859520135844	29.03057861328125	282790400	14.0600004196167	-0.022031054035661857	-0.9915376270622148
99	2015-05-27	AAPL	29.191833623730496	29.621849495147433	29.126884751560496	29.57257652282715	183332800	13.270000457763672	0.018669896896162497	-0.983265183254329
100	2015-05-28	AAPL	29.532272466022526	29.552428664712256	29.36205887020371	29.514354705810547	122933200	13.3100004196167	-0.001968777288365753	-0.9841538152973315
101	2015-05-29	AAPL	29.39117169959545	29.440444684906147	29.09329534929468	29.178403854370117	203538000	13.84000015258789	-0.011382625667715862	-0.9892813895772411
102	2015-06-01	AAPL	29.178397435025925	29.427000745322438	29.126886022611334	29.23662757873535	128451200	13.970000267028809	0.0019954389779450743	-0.9883927284226238
103	2015-06-02	AAPL	29.084327646640585	29.263501763122008	28.96338708305629	29.106725692749023	134670400	14.239999771118164	-0.004443121411198958	-0.9903754040629424
104	2015-06-03	AAPL	29.263508783621116	29.32621922681494	29.093291794269735	29.14256477355957	123934000	13.65999984741211	0.0012312989509319916	-0.9898283968200918
105	2015-06-04	AAPL	29.021625963884272	29.245592822610842	28.87156857863304	28.972352981567383	153800400	14.710000038146973	-0.005840659300742734	-0.992426317328447
106	2015-06-05	AAPL	29.003706698365573	29.04626094610704	28.748384629379633	28.81333351135254	142507200	14.210000038146973	-0.0054886625989961635	-0.9948534108809188
107	2015-06-08	AAPL	28.869320578651514	28.938753160748476	28.405711056837685	28.62295913696289	210699200	15.289999961853027	-0.006607162420642521	-0.9977590702697516
108	2015-06-09	AAPL	28.376600642137156	28.685676004307577	28.134717730578338	28.537857055664062	224301600	14.470000267028809	-0.0029732104528957803	-0.9990579723006995
109	2015-06-10	AAPL	28.64983372872067	28.9678661866452	28.63415612047738	28.864843368530273	156349200	13.220000267028809	0.011457984116621356	-0.9940672226105396
110	2015-06-11	AAPL	28.932030112412694	29.155996916506165	28.775254033039708	28.799890518188477	141563600	12.850000381469727	-0.002250240873041154	-0.9950585895423139
111	2015-06-12	AAPL	28.710302468073095	28.74165768100391	28.468417932265975	28.481855392456055	147544800	13.779999732971191	-0.011042928289313081	-0.9999127184240278
112	2015-06-15	AAPL	28.24221436506008	28.49753639145246	28.154867445964324	28.425867080688477	175955600	15.390000343322754	-0.001965753670050807	-1.0007672607660523
113	2015-06-16	AAPL	28.450504039004716	28.634156757683492	28.302686830668723	28.57816505432129	125976400	14.8100004196167	0.005357724821568599	-0.9984427565442778
114	2015-06-17	AAPL	28.60504435907014	28.640878164028962	28.385556109546233	28.51097869873047	131672400	14.5	-0.002350968141695331	-0.9994682131770302
115	2015-06-18	AAPL	28.495299701749957	28.737182572460274	28.493059555070516	28.64087677001953	141628800	13.1899995803833	0.004556071984117782	-0.9974855957599411
116	2015-06-19	AAPL	28.602803681393585	28.627440169415465	28.309407680609198	28.35420036315918	218867600	13.960000038146973	-0.010009344656670471	-1.0018611005820646
117	2015-06-22	AAPL	28.553531460833586	28.68119248908319	28.461705946557167	28.580408096313477	136157200	12.739999771118164	0.007977926735969865	-0.9984085212852256
118	2015-06-23	AAPL	28.5512961375206	28.580411214251566	28.416914654192354	28.450510025024414	121075600	12.109999656677246	-0.004545004075915182	-1.0003911387023146
119	2015-06-24	AAPL	28.490819955158216	29.070894927614322	28.47066376085023	28.69239044189453	221123600	13.260000228881836	0.00850179545664953	-0.9966993492663322
120	2015-06-25	AAPL	28.860367827738553	28.936515734964463	28.55577278137207	28.55577278137207	127752400	14.010000228881836	-0.004761459690823866	-0.9987845269025039
121	2015-06-26	AAPL	28.593837795787604	28.665507095542722	28.334037224949395	28.387788772583008	176267200	14.020000457763672	-0.00588266372880808	-1.0013484450447254
122	2015-06-29	AAPL	28.098881821524788	28.325088826725857	27.87939525740343	27.890592575073242	196645600	18.850000381469727	-0.017514439095374645	-1.0089370861316258
123	2015-06-30	AAPL	28.123518309379794	28.246700764854175	27.964502045142016	28.0921630859375	177482800	18.229999542236328	0.007227186382709139	-1.0058605415636799
124	2015-07-01	AAPL	28.42139109571546	28.43034997397172	28.217580460031034	28.35420036315918	120955200	16.09000015258789	0.009327771464948231	-1.0018611005820646
125	2015-07-02	AAPL	28.316124950414647	28.37435680170869	28.168306029913897	28.3183650970459	108844000	16.790000915527344	-0.0012638432984991566	-1.0024080496016854
126	2015-07-06	AAPL	27.98242140817456	28.271338876798318	27.962263501245097	28.219825744628906	112241600	17.010000228881836	-0.003479697789024905	-1.003912042959184
127	2015-07-07	AAPL	28.19518712702638	28.25341898753942	27.720376781172924	28.150394439697266	187787200	16.09000015258789	-0.002460373269486116	-1.0049717639626032
128	2015-07-08	AAPL	27.879393783927053	27.9152275908007	27.444897555238352	27.451616287231445	243046400	19.65999984741211	-0.0248230323721651	-1.0156371242871383
129	2015-07-09	AAPL	27.738287330335332	27.785320152426383	26.7013216804665	26.891693115234375	314380000	19.969999313354492	-0.020396728780502027	-1.024183159051294
130	2015-07-10	AAPL	27.31051153552337	27.738287225533934	27.14701502329322	27.610626220703125	245418000	16.829999923706055	0.026734393494229902	-1.0132101762927406
131	2015-07-13	AAPL	28.002572745297982	28.166069284579958	27.843556499547745	28.143672943115234	165762000	13.899999618530273	0.019305854135695633	-1.0050743532933006
132	2015-07-14	AAPL	28.228778794929624	28.302688257188418	28.004811970192385	28.13247299194336	127072400	13.369999885559082	-0.000397956272250366	-1.0052452966956433
133	2015-07-15	AAPL	28.157113514318965	28.47738618793802	28.125758291061004	28.40347671508789	134596800	13.229999542236328	0.009633128350363673	-1.0011090020126634
134	2015-07-16	AAPL	28.609522988935005	28.795417580581077	28.522176060091958	28.7819766998291	144889600	12.109999656677246	0.013325832909044877	-0.9953320058288946
135	2015-07-17	AAPL	28.909638032088125	29.03057861328125	28.73718262083749	29.03057861328125	184658800	11.949999809265137	0.008637416256876529	-0.9915376270622148
136	2015-07-20	AAPL	29.332933163237243	29.780866779940922	29.272461168092807	29.57929801940918	235600800	12.25	0.018901428505351703	-0.9831625939236315
137	2015-07-21	AAPL	29.75399062640201	29.76966652525816	29.187354898095368	29.283658981323242	307025600	12.220000267028809	-0.00999479561320038	-0.9876748942238898
138	2015-07-22	AAPL	27.32170865198835	28.10783257536967	27.32170865198835	28.045122146606445	461802400	12.119999885559082	-0.04229446994676178	-1.006578521320488
139	2015-07-23	AAPL	28.264614608139762	28.46394495963105	28.009292546482797	28.03169059753418	203998000	12.640000343322754	-0.00047892638876922966	-1.006783525312194
140	2015-07-24	AAPL	28.067525735549932	28.16159140299697	27.749493216811004	27.883872985839844	168649200	13.739999771118164	-0.00527323213632136	-1.0090396463507083
141	2015-07-27	AAPL	27.56807013439204	27.684533816899876	27.35082379309148	27.496400833129883	177822000	15.600000381469727	-0.013895923027146484	-1.0149535835706862
142	2015-07-28	AAPL	27.63302993774414	27.751733806155517	27.447138746844526	27.63302993774414	134472400	13.4399995803833	0.004968981411182849	-1.0128682312648256
143	2015-07-29	AAPL	27.581514604291346	27.659902650623785	27.384422706391206	27.545679092407227	148046800	12.5	-0.0031611026924557306	-1.0142014558896704
144	2015-07-30	AAPL	27.395625085920436	27.451616798547704	27.259005170411385	27.406824111938477	134513200	12.130000114440918	-0.005040898792254667	-1.0163207814500497
145	2015-07-31	AAPL	27.458336910064084	27.46729578958228	27.07983407562666	27.16718101501465	171540000	12.119999885559082	-0.008743920709128772	-1.0199784229618243
146	2015-08-03	AAPL	27.21197027273861	27.451614716256273	26.320581523485302	26.52663230895996	279904000	12.5600004196167	-0.023578033572959622	-1.0297550347968976
147	2015-08-04	AAPL	26.298187578080213	26.360898023782894	25.364246207297786	25.675559997558594	496554400	13.0	-0.0320836923997283	-1.0427448411199773
148	2015-08-05	AAPL	25.297053913253954	26.302666255885764	25.106682440859153	25.845773696899414	397250400	12.510000228881836	0.006629405526384025	-1.0401468915000072
149	2015-08-06	AAPL	26.090998360062645	26.210237793846506	25.674784626801127	25.902013778686523	211612000	13.770000457763672	0.0021759875500981796	-1.0392885064248238
150	2015-08-07	AAPL	25.77828072973145	26.153997965979055	25.76028186756647	25.989761352539062	154681600	13.390000343322754	0.0033876738157225805	-1.0379492265840924
151	2015-08-10	AAPL	26.216992189331023	26.995424952764882	26.216992189331023	26.934680938720703	219806400	12.229999542236328	0.036357378329267664	-1.0235270414760216
152	2015-08-11	AAPL	26.5049647841773	26.588208226766525	25.49705262517203	25.533048629760742	388331200	13.710000038146973	-0.052038199826789255	-1.0449199736460055
153	2015-08-12	AAPL	25.31707190974043	25.967265841674397	24.664627690727954	25.926769256591797	404870000	13.609999656677246	0.015420039829170396	-1.0389106667758106
154	2015-08-13	AAPL	26.10674578591287	26.187738929165803	25.7692749278475	25.906513214111328	194143200	13.489999771118164	-0.0007812790818632065	-1.0392198321254154
155	2015-08-14	AAPL	25.719784663459542	26.167495621065626	25.650041219840634	26.08875274658203	171718000	12.829999923706055	0.0070345063793237905	-1.036438333773877
156	2015-08-17	AAPL	26.10675518155745	26.46897417022502	25.985265422954708	26.358734130859375	163538800	13.020000457763672	0.010348573843290243	-1.0323176429164513
157	2015-08-18	AAPL	26.194498462163565	26.42172941067276	26.100006996375427	26.210247039794922	138242800	13.789999961853027	-0.005633316468358518	-1.0345839821317746
158	2015-08-19	AAPL	26.1202471015629	26.214738540832823	25.80077506414607	25.875019073486328	193146000	15.25	-0.012789958286147374	-1.0397005231096597
159	2015-08-20	AAPL	25.665790899502316	25.726534914871216	25.114587321459155	25.34406852722168	274006400	19.139999389648438	-0.02051981274899639	-1.04780435244439
160	2015-08-21	AAPL	24.844608134492457	25.175329896555905	23.76920112347376	23.793949127197266	513102000	28.030000686645508	-0.06116300539352848	-1.0714636238296975
161	2015-08-24	AAPL	21.343910759095902	24.477890676668554	20.698215800437183	23.200000762939453	648825200	40.7400016784668	-0.024962159962715447	-1.0805289806909906
162	2015-08-25	AAPL	24.997598809424595	24.997598809424595	23.28549601802814	23.33949089050293	414406400	36.02000045776367	0.00601250530070252	-1.0783999609628694
163	2015-08-26	AAPL	24.0931687950817	24.723115087542965	23.634209935576713	24.678119659423828	387098400	30.31999969482422	0.05735466875438999	-1.0579686436542926
164	2015-08-27	AAPL	25.249570707409113	25.47679985248312	24.752362125777264	25.40480613708496	338464400	26.100000381469727	0.029446590246337223	-1.0468773221814132
165	2015-08-28	AAPL	25.23607914383002	25.492556947972933	25.094341952003504	25.48805809020996	212657600	26.049999237060547	0.003277015879427303	-1.0456066584168604
166	2015-08-31	AAPL	25.2045721802206	25.767023587318143	25.197823037969904	25.36880874633789	224917200	28.43000030517578	-0.004678635910590367	-1.0474267456882955
167	2015-09-01	AAPL	24.781613901963713	25.17082938610374	24.153917810116816	24.23491096496582	307383600	31.399999618530273	-0.0446965323720907	-1.064733280483136
168	2015-09-02	AAPL	24.79961122859608	25.27431869506836	24.552131206047807	25.27431869506836	247555200	26.09000015258789	0.04288886109815371	-1.0488689350874878
169	2015-09-03	AAPL	25.308063896871648	25.373308468297505	24.756862185690675	24.831106185913086	212935600	25.610000610351562	-0.017536081367912626	-1.0556336301395608
170	2015-09-04	AAPL	24.516140261705022	24.849110642879783	24.412649374774162	24.583633422851562	199985200	27.799999237060547	-0.0099662399737116	-1.0594107748302553
171	2015-09-08	AAPL	25.141580011739933	25.32381373369697	24.819857711163742	25.267568588256836	219374400	24.899999618530273	0.02782075186532529	-1.048971961092408
172	2015-09-09	AAPL	25.593792465569646	25.652286183266472	24.696118673279862	24.781612396240234	340043200	26.229999542236328	-0.019232408148778135	-1.0563890474330537
173	2015-09-10	AAPL	24.80861462265801	25.485806835267137	24.725372883708097	25.32607078552246	251571200	24.3700008392334	0.02197025684110976	-1.0480790496420238
174	2015-09-11	AAPL	25.150585122887932	25.695037841796875	25.143835978544878	25.695037841796875	199662000	23.200000762939453	0.014568665601508712	-1.0424475533092272
175	2015-09-14	AAPL	26.228240764614974	26.297984206676528	25.841273828404	25.942514419555664	233453600	24.25	0.009631298435226698	-1.0386703503953034
176	2015-09-15	AAPL	26.082002748821395	26.216990774441335	25.742281539779604	26.16074562072754	173364800	22.540000915527344	0.008412106769703609	-1.035339515871727
177	2015-09-16	AAPL	26.153997088888968	26.219241674699525	25.971763335861283	26.18999481201172	148694000	21.350000381469727	0.001118056484636476	-1.0348930892581496
178	2015-09-17	AAPL	26.02125682940647	26.207989421525458	25.584793919332697	25.629789352416992	256450400	21.139999389648438	-0.021390056149907855	-1.0434434325413018
179	2015-09-18	AAPL	25.245070507484506	25.715280809111157	25.168577934698067	25.524045944213867	297141200	22.280000686645508	-0.004125800908822308	-1.0450573804680523
